dataset	ensembl_transcript_id	chromosome_name	exon_chrom_start	exon_chrom_end	external_gene_name	strand	rank	mmusculus_homolog_associated_gene_name	description	version
mochrogaster_gene_ensembl	ENSMOCT00000027518	JH996461.1	4116122	4116720	Hoxb9	-1	1	Hoxb9	Prairie vole genes (MicOch1.0)	MicOch1.0
mochrogaster_gene_ensembl	ENSMOCT00000027518	JH996461.1	4113177	4113587	Hoxb9	-1	2	Hoxb9	Prairie vole genes (MicOch1.0)	MicOch1.0
mpahari_gene_ensembl	MGP_PahariEiJ_T0036148	14	63781803	63782442	Hoxb1	1	1	Hoxb1	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036148	14	63782862	63784235	Hoxb1	1	2	Hoxb1	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036149	14	63782309	63782678	Hoxb1	1	1	Hoxb1	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036149	14	63782862	63783266	Hoxb1	1	2	Hoxb1	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036130	14	63610251	63610981	Hoxb13	1	1	Hoxb13	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036130	14	63611961	63613451	Hoxb13	1	2	Hoxb13	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036131	14	63686313	63686914	Hoxb9	1	1	Hoxb9	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036131	14	63689508	63691483	Hoxb9	1	2	Hoxb9	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036132	14	63686379	63686675	Hoxb9	1	1	Hoxb9	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpahari_gene_ensembl	MGP_PahariEiJ_T0036132	14	63689508	63691483	Hoxb9	1	2	Hoxb9	Shrew mouse genes (PAHARI_EIJ_v1.1)	PAHARI_EIJ_v1.1
mpfuro_gene_ensembl	ENSMPUT00000015436	GL897006.1	3131585	3132752	HOXB1	-1	1	Hoxb1	Ferret genes (MusPutFur1.0)	MusPutFur1.0
mpfuro_gene_ensembl	ENSMPUT00000015436	GL897006.1	3129861	3131156	HOXB1	-1	2	Hoxb1	Ferret genes (MusPutFur1.0)	MusPutFur1.0
mpfuro_gene_ensembl	ENSMPUT00000015461	GL897006.1	3298810	3299422	HOXB13	-1	1	Hoxb13	Ferret genes (MusPutFur1.0)	MusPutFur1.0
mpfuro_gene_ensembl	ENSMPUT00000015461	GL897006.1	3297741	3298000	HOXB13	-1	2	Hoxb13	Ferret genes (MusPutFur1.0)	MusPutFur1.0
mpfuro_gene_ensembl	ENSMPUT00000015459	GL897006.1	3226789	3227305	HOXB9	-1	1	Hoxb9	Ferret genes (MusPutFur1.0)	MusPutFur1.0
mpfuro_gene_ensembl	ENSMPUT00000015459	GL897006.1	3222067	3224089	HOXB9	-1	2	Hoxb9	Ferret genes (MusPutFur1.0)	MusPutFur1.0
mspicilegus_gene_ensembl	ENSMSIT00000027835	QGOO01037391.1	1458043	1458607	Hoxb1	-1	1	Hoxb1	Steppe mouse genes (MUSP714)	MUSP714
mspicilegus_gene_ensembl	ENSMSIT00000027835	QGOO01037391.1	1457295	1457623	Hoxb1	-1	2	Hoxb1	Steppe mouse genes (MUSP714)	MUSP714
mspicilegus_gene_ensembl	ENSMSIT00000028019	QGOO01037391.1	1641231	1641834	Hoxb13	-1	1	Hoxb13	Steppe mouse genes (MUSP714)	MUSP714
mspicilegus_gene_ensembl	ENSMSIT00000028019	QGOO01037391.1	1640048	1640304	Hoxb13	-1	2	Hoxb13	Steppe mouse genes (MUSP714)	MUSP714
mspicilegus_gene_ensembl	ENSMSIT00000027958	QGOO01037391.1	1552670	1553274	Hoxb9	-1	1	Hoxb9	Steppe mouse genes (MUSP714)	MUSP714
mspicilegus_gene_ensembl	ENSMSIT00000027958	QGOO01037391.1	1548876	1550111	Hoxb9	-1	2	Hoxb9	Steppe mouse genes (MUSP714)	MUSP714
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030854	11	97612616	97613255	Hoxb1	1	1	Hoxb1	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030854	11	97613675	97615064	Hoxb1	1	2	Hoxb1	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030855	11	97613122	97613491	Hoxb1	1	1	Hoxb1	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030855	11	97613675	97614085	Hoxb1	1	2	Hoxb1	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030835	11	97423197	97423926	Hoxb13	1	1	Hoxb13	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030835	11	97424879	97426341	Hoxb13	1	2	Hoxb13	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030836	11	97515629	97516230	Hoxb9	1	1	Hoxb9	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030836	11	97518881	97519282	Hoxb9	1	2	Hoxb9	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030836	11	97519455	97521041	Hoxb9	1	3	Hoxb9	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030837	11	97515695	97515991	Hoxb9	1	1	Hoxb9	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030837	11	97518881	97519282	Hoxb9	1	2	Hoxb9	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mspretus_gene_ensembl	MGP_SPRETEiJ_T0030837	11	97519455	97521041	Hoxb9	1	3	Hoxb9	Algerian mouse genes (SPRET_EiJ_v1)	SPRET_EiJ_v1
mzebra_gene_ensembl	ENSMZET00005031914	LG4	3537600	3538553	hoxb13a	1	1	Hoxb13	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031914	LG4	3539697	3540217	hoxb13a	1	2	Hoxb13	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031959	LG4	3789314	3789571	hoxb1a	1	1	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031959	LG4	3789629	3790142	hoxb1a	1	2	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031959	LG4	3791420	3791651	hoxb1a	1	3	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031959	LG4	3791685	3791766	hoxb1a	1	4	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031964	LG4	3789323	3789492	hoxb1a	1	1	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031964	LG4	3789577	3789627	hoxb1a	1	2	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031964	LG4	3789694	3790142	hoxb1a	1	3	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031964	LG4	3791420	3791766	hoxb1a	1	4	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005011228	LG8	20726535	20727093	hoxb1b	-1	1	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005011228	LG8	20725458	20726280	hoxb1b	-1	2	Hoxb1	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031916	LG4	3638419	3639244	hoxb9a	1	1	Hoxb9	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
mzebra_gene_ensembl	ENSMZET00005031916	LG4	3646606	3649365	hoxb9a	1	2	Hoxb9	Zebra mbuna genes (M_zebra_UMD2a)	M_zebra_UMD2a
nbrichardi_gene_ensembl	ENSNBRT00000013140	JH422428.1	1179518	1180223	hoxb13a	-1	1	Hoxb13	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000013140	JH422428.1	1178108	1178355	hoxb13a	-1	2	Hoxb13	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012785	JH422428.1	936619	936938	hoxb1a	-1	1	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012785	JH422428.1	936110	936558	hoxb1a	-1	2	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012785	JH422428.1	934635	934866	hoxb1a	-1	3	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012785	JH422428.1	934520	934601	hoxb1a	-1	4	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012806	JH422428.1	936760	936929	hoxb1a	-1	1	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012806	JH422428.1	936625	936675	hoxb1a	-1	2	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012806	JH422428.1	936110	936558	hoxb1a	-1	3	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000012806	JH422428.1	934520	934866	hoxb1a	-1	4	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000031651	JH422300.1	1563848	1564812	hoxb1b	-1	1	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000031651	JH422300.1	1562702	1563593	hoxb1b	-1	2	Hoxb1	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000013050	JH422428.1	1083641	1083766	hoxb9a	-1	1	Hoxb9	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000013050	JH422428.1	1083151	1083598	hoxb9a	-1	2	Hoxb9	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
nbrichardi_gene_ensembl	ENSNBRT00000013050	JH422428.1	1075262	1075497	hoxb9a	-1	3	Hoxb9	Lyretail cichlid genes (NeoBri1.0)	NeoBri1.0
neugenii_gene_ensembl	ENSMEUT00000003519	Scaffold3867	39679	39753	HOXB1	-1	1	Hoxb1	Wallaby genes (Meug_1.0)	Meug_1.0
neugenii_gene_ensembl	ENSMEUT00000003519	Scaffold3867	39659	39676	HOXB1	-1	2	Hoxb1	Wallaby genes (Meug_1.0)	Meug_1.0
neugenii_gene_ensembl	ENSMEUT00000003519	Scaffold3867	39189	39657	HOXB1	-1	3	Hoxb1	Wallaby genes (Meug_1.0)	Meug_1.0
neugenii_gene_ensembl	ENSMEUT00000003519	Scaffold3867	38112	38443	HOXB1	-1	4	Hoxb1	Wallaby genes (Meug_1.0)	Meug_1.0
neugenii_gene_ensembl	ENSMEUT00000002347	Scaffold16180	15771	16371	HOXB13	-1	1	Hoxb13	Wallaby genes (Meug_1.0)	Meug_1.0
neugenii_gene_ensembl	ENSMEUT00000002347	Scaffold16180	14244	14497	HOXB13	-1	2	Hoxb13	Wallaby genes (Meug_1.0)	Meug_1.0
nfurzeri_gene_ensembl	ENSNFUT00015034407	LN602408.1	5053	6082	hoxb13a	-1	1	Hoxb13	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015034407	LN602408.1	4225	4568	hoxb13a	-1	2	Hoxb13	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015050935	sgr16	13313230	13314031	hoxb1a	-1	1	Hoxb1	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015050935	sgr16	13311613	13312658	hoxb1a	-1	2	Hoxb1	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015024870	sgr12	12750539	12751085	hoxb1b	1	1	Hoxb1	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015024870	sgr12	12751283	12751578	hoxb1b	1	2	Hoxb1	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015050969	sgr16	13457671	13457719	hoxb9a	-1	1	Hoxb9	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
nfurzeri_gene_ensembl	ENSNFUT00015050969	sgr16	13457294	13457517	hoxb9a	-1	2	Hoxb9	Turquoise killifish genes (Nfu_20140520)	Nfu_20140520
ngalili_gene_ensembl	ENSNGAT00000024114	KL201675.1	3105372	3106016	Hoxb1	-1	1	Hoxb1	Upper Galilee mountains blind mole rat genes (S.galili_v1.0)	S.galili_v1.0
ngalili_gene_ensembl	ENSNGAT00000024114	KL201675.1	3104378	3104979	Hoxb1	-1	2	Hoxb1	Upper Galilee mountains blind mole rat genes (S.galili_v1.0)	S.galili_v1.0
ngalili_gene_ensembl	ENSNGAT00000013421	KL201675.1	3270914	3271648	Hoxb13	-1	1	Hoxb13	Upper Galilee mountains blind mole rat genes (S.galili_v1.0)	S.galili_v1.0
ngalili_gene_ensembl	ENSNGAT00000013421	KL201675.1	3269295	3269941	Hoxb13	-1	2	Hoxb13	Upper Galilee mountains blind mole rat genes (S.galili_v1.0)	S.galili_v1.0
ngalili_gene_ensembl	ENSNGAT00000013128	KL201675.1	3200513	3201238	Hoxb9	-1	1	Hoxb9	Upper Galilee mountains blind mole rat genes (S.galili_v1.0)	S.galili_v1.0
ngalili_gene_ensembl	ENSNGAT00000013128	KL201675.1	3196323	3198049	Hoxb9	-1	2	Hoxb9	Upper Galilee mountains blind mole rat genes (S.galili_v1.0)	S.galili_v1.0
nleucogenys_gene_ensembl	ENSNLET00000023840	GL397444.1	949950	950510		-1	1	Hoxb1	Gibbon genes (Nleu_3.0)	Nleu_3.0
nleucogenys_gene_ensembl	ENSNLET00000023840	GL397444.1	946594	946692		-1	2	Hoxb1	Gibbon genes (Nleu_3.0)	Nleu_3.0
nleucogenys_gene_ensembl	ENSNLET00000003290	GL397444.1	1204303	1205291	HOXB13	-1	1	Hoxb13	Gibbon genes (Nleu_3.0)	Nleu_3.0
nleucogenys_gene_ensembl	ENSNLET00000003290	GL397444.1	1201010	1203322	HOXB13	-1	2	Hoxb13	Gibbon genes (Nleu_3.0)	Nleu_3.0
nnaja_gene_ensembl	ENSNNAT00000014234	Z	108167052	108167070	HOXB1	-1	1	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014234	Z	108165940	108166347	HOXB1	-1	2	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014234	Z	108165640	108165900	HOXB1	-1	3	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014234	Z	108162880	108163232	HOXB1	-1	4	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014305	Z	108166652	108166661	HOXB1	-1	1	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014305	Z	108165802	108166347	HOXB1	-1	2	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014305	Z	108165640	108165732	HOXB1	-1	3	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014305	Z	108162880	108163232	HOXB1	-1	4	Hoxb1	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014685	Z	108405325	108405719	HOXB13	-1	1	Hoxb13	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014685	Z	108405023	108405294	HOXB13	-1	2	Hoxb13	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014685	Z	108399084	108399313	HOXB13	-1	3	Hoxb13	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014685	Z	108398557	108398601	HOXB13	-1	4	Hoxb13	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014583	Z	108302098	108302611	HOXB9	-1	1	Hoxb9	Indian cobra genes (Nana_v5)	Nana_v5
nnaja_gene_ensembl	ENSNNAT00000014583	Z	108298791	108299026	HOXB9	-1	2	Hoxb9	Indian cobra genes (Nana_v5)	Nana_v5
nscutatus_gene_ensembl	ENSNSUT00000010408	ULFQ01000030.1	5566271	5566287	HOXB1	1	1	Hoxb1	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010408	ULFQ01000030.1	5567884	5568278	HOXB1	1	2	Hoxb1	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010408	ULFQ01000030.1	5568318	5568496	HOXB1	1	3	Hoxb1	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010408	ULFQ01000030.1	5568542	5568584	HOXB1	1	4	Hoxb1	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010408	ULFQ01000030.1	5571007	5571353	HOXB1	1	5	Hoxb1	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010397	ULFQ01000030.1	5300347	5300741	HOXB13	1	1	Hoxb13	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010397	ULFQ01000030.1	5300772	5301043	HOXB13	1	2	Hoxb13	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010397	ULFQ01000030.1	5306864	5307141	HOXB13	1	3	Hoxb13	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010398	ULFQ01000030.1	5431966	5432479	HOXB9	1	1	Hoxb9	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nscutatus_gene_ensembl	ENSNSUT00000010398	ULFQ01000030.1	5435602	5435837	HOXB9	1	2	Hoxb9	Mainland tiger snake genes (TS10Xv2-PRI)	TS10Xv2-PRI
nvison_gene_ensembl	ENSNVIT00000008863	FNWR01000093.1	3214464	3215049	HOXB1	-1	1	Hoxb1	American mink genes (NNQGG.v01)	NNQGG.v01
nvison_gene_ensembl	ENSNVIT00000008863	FNWR01000093.1	3213706	3214034	HOXB1	-1	2	Hoxb1	American mink genes (NNQGG.v01)	NNQGG.v01
nvison_gene_ensembl	ENSNVIT00000009016	FNWR01000093.1	3384025	3384637	HOXB13	-1	1	Hoxb13	American mink genes (NNQGG.v01)	NNQGG.v01
nvison_gene_ensembl	ENSNVIT00000009016	FNWR01000093.1	3382972	3383225	HOXB13	-1	2	Hoxb13	American mink genes (NNQGG.v01)	NNQGG.v01
nvison_gene_ensembl	ENSNVIT00000008978	FNWR01000093.1	3309272	3309788	HOXB9	-1	1	Hoxb9	American mink genes (NNQGG.v01)	NNQGG.v01
nvison_gene_ensembl	ENSNVIT00000008978	FNWR01000093.1	3306343	3306578	HOXB9	-1	2	Hoxb9	American mink genes (NNQGG.v01)	NNQGG.v01
oanatinus_gene_ensembl	ENSOANT00000016359	11	58224583	58225192	HOXB1	-1	1	Hoxb1	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000016359	11	58223756	58224087	HOXB1	-1	2	Hoxb1	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000012253	11	58385355	58385940	HOXB13	-1	1	Hoxb13	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000012253	11	58384320	58384573	HOXB13	-1	2	Hoxb13	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000008497	11	58331169	58331685	HOXB9	-1	1	Hoxb9	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000008497	11	58327616	58328151	HOXB9	-1	2	Hoxb9	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000052041	11	58338656	58338738	HOXB9	-1	1	Hoxb9	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000052041	11	58331169	58331533	HOXB9	-1	2	Hoxb9	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oanatinus_gene_ensembl	ENSOANT00000052041	11	58327616	58328151	HOXB9	-1	3	Hoxb9	Platypus genes (mOrnAna1.p.v1)	mOrnAna1.p.v1
oarambouillet_gene_ensembl	ENSOART00020033865	11	37690251	37690965	HOXB1	1	1	Hoxb1	Sheep genes (ARS-UI_Ramb_v2.0)	ARS-UI_Ramb_v2.0
oarambouillet_gene_ensembl	ENSOART00020033865	11	37691416	37692745	HOXB1	1	2	Hoxb1	Sheep genes (ARS-UI_Ramb_v2.0)	ARS-UI_Ramb_v2.0
oarambouillet_gene_ensembl	ENSOART00020034388	11	37524907	37525709	HOXB13	1	1	Hoxb13	Sheep genes (ARS-UI_Ramb_v2.0)	ARS-UI_Ramb_v2.0
oarambouillet_gene_ensembl	ENSOART00020034388	11	37526617	37527871	HOXB13	1	2	Hoxb13	Sheep genes (ARS-UI_Ramb_v2.0)	ARS-UI_Ramb_v2.0
oarambouillet_gene_ensembl	ENSOART00020034287	11	37599223	37599938	HOXB9	1	1	Hoxb9	Sheep genes (ARS-UI_Ramb_v2.0)	ARS-UI_Ramb_v2.0
oarambouillet_gene_ensembl	ENSOART00020034287	11	37602571	37603807	HOXB9	1	2	Hoxb9	Sheep genes (ARS-UI_Ramb_v2.0)	ARS-UI_Ramb_v2.0
oaries_gene_ensembl	NA	NA	NA	NA	NA	NA	NA	NA	Sheep (texel) genes (Oar_v3.1)	Oar_v3.1
ocuniculus_gene_ensembl	ENSOCUT00000001719	19	38829599	38829680	HOXB1	1	1	Hoxb1	Rabbit genes (OryCun2.0)	OryCun2.0
ocuniculus_gene_ensembl	ENSOCUT00000001719	19	38829699	38830190	HOXB1	1	2	Hoxb1	Rabbit genes (OryCun2.0)	OryCun2.0
ocuniculus_gene_ensembl	ENSOCUT00000001719	19	38830611	38830939	HOXB1	1	3	Hoxb1	Rabbit genes (OryCun2.0)	OryCun2.0
ocuniculus_gene_ensembl	ENSOCUT00000012813	19	38666293	38667178	HOXB13	1	1	Hoxb13	Rabbit genes (OryCun2.0)	OryCun2.0
ocuniculus_gene_ensembl	ENSOCUT00000012813	19	38668159	38668784	HOXB13	1	2	Hoxb13	Rabbit genes (OryCun2.0)	OryCun2.0
ocuniculus_gene_ensembl	ENSOCUT00000031011	19	38736950	38738021	HOXB9	1	1	Hoxb9	Rabbit genes (OryCun2.0)	OryCun2.0
ocuniculus_gene_ensembl	ENSOCUT00000031011	19	38740422	38743621	HOXB9	1	2	Hoxb9	Rabbit genes (OryCun2.0)	OryCun2.0
odegus_gene_ensembl	ENSODET00000023522	JH651571.1	7048203	7048779	HOXB1	1	1	Hoxb1	Degu genes (OctDeg1.0)	OctDeg1.0
odegus_gene_ensembl	ENSODET00000023522	JH651571.1	7049151	7049479	HOXB1	1	2	Hoxb1	Degu genes (OctDeg1.0)	OctDeg1.0
odegus_gene_ensembl	ENSODET00000023737	JH651571.1	6882761	6883456	HOXB13	1	1	Hoxb13	Degu genes (OctDeg1.0)	OctDeg1.0
odegus_gene_ensembl	ENSODET00000023737	JH651571.1	6884327	6884721	HOXB13	1	2	Hoxb13	Degu genes (OctDeg1.0)	OctDeg1.0
odegus_gene_ensembl	ENSODET00000023883	JH651571.1	6953926	6954678	HOXB9	1	1	Hoxb9	Degu genes (OctDeg1.0)	OctDeg1.0
odegus_gene_ensembl	ENSODET00000023883	JH651571.1	6957131	6957394	HOXB9	1	2	Hoxb9	Degu genes (OctDeg1.0)	OctDeg1.0
ogarnettii_gene_ensembl	ENSOGAT00000026224	GL873537.1	26718919	26719495	HOXB1	-1	1	Hoxb1	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000026224	GL873537.1	26718145	26718473	HOXB1	-1	2	Hoxb1	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000028098	GL873537.1	26902806	26903502	HOXB13	-1	1	Hoxb13	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000028098	GL873537.1	26901588	26901841	HOXB13	-1	2	Hoxb13	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000008669	GL873537.1	26813231	26813661	HOXB9	-1	1	Hoxb9	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000008669	GL873537.1	26812637	26812829	HOXB9	-1	2	Hoxb9	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000008669	GL873537.1	26812354	26812420	HOXB9	-1	3	Hoxb9	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000008669	GL873537.1	26812053	26812082	HOXB9	-1	4	Hoxb9	Bushbaby genes (OtoGar3)	OtoGar3
ogarnettii_gene_ensembl	ENSOGAT00000008669	GL873537.1	26810899	26810910	HOXB9	-1	5	Hoxb9	Bushbaby genes (OtoGar3)	OtoGar3
